module,related_mods
MA1511,"['MA1102R', 'MA1312', 'MA1505', 'MA1507', 'MA1521', 'MA2311', 'PC2134', 'YSC1216', 'CS3244', 'CS4243', 'CS5240', 'CS3242', 'CS4347', 'CS5332', 'IT3011', 'CS4278', 'CS5478', 'IS4242', 'CN2122', 'CN3121', 'CN3421', 'EE2012', 'EE2012A', 'MA2108', 'MA2108S', 'MA2213', 'MA2219', 'MA3220', 'MA3227', 'MA3236', 'MA3264', 'QF3101', 'MA2216', 'MA4269', 'MA2104', 'PC2130', 'PC2131', 'PC2132', 'PC2020', 'ST2334', 'ST2131']"
MA1512,"['MA1507', 'PC2134', 'CS3244', 'CS4243', 'CS5240', 'CS3242', 'CS4347', 'CS5332', 'IT3011', 'CS4278', 'CS5478', 'IS4242', 'CN2122', 'CN3121', 'CN3421', 'EE2012', 'EE2023', 'EE2012A', 'ME2142', 'ME3291', 'PC2130', 'PC2131', 'PC2132', 'PC2020', 'CG2023']"
MA1513,"['MA1101R', 'MA1508E', 'YSC2232', 'CS3244', 'CS4243', 'CS5240', 'CS3242', 'CS4347', 'CS4234', 'CS5332', 'CS4268', 'IT3011', 'CN3121', 'CN3421', 'ME2142', 'ME3291', 'MA2101', 'MA2101S', 'MA2213', 'MA2214', 'MA2219', 'MA3220', 'MA3252', 'MA3266', 'PC2130', 'PC2131', 'PC2132']"
MA1521,"['MA1301', 'MA1301X', 'MA1102R', 'MA1312', 'MA1505', 'MA1507', 'YSC1216', 'DSC3214', 'CS3244', 'CS4243', 'CS5240', 'CS3242', 'CS4347', 'CS5332', 'IT3011', 'CS4278', 'CS5478', 'BT2101', 'BT4240', 'IS4242', 'MA2108', 'MA2108S', 'MA2213', 'MA2311', 'MA3220', 'MA2216', 'MA2104', 'ST2334', 'ST2131']"
MA2101,"['MA1101R', 'MA1508E', 'MA1513', 'MA2101S', 'MA3201', 'MA3218', 'MA4229', 'MA4230', 'MA4271']"
MA2101S,"['MA1508E', 'MA2101', 'MA3201', 'MA3218', 'MA4229', 'MA4230', 'MA4271']"
MA2104,"['MA1102R', 'MA1505', 'MA1511', 'MA1521', 'MA2311', 'MA1507', 'YSC2252', 'MA3111', 'MA3111S', 'MA3209', 'MA3220', 'MA3227', 'MA3236', 'MA3264', 'QF3101', 'MA3266', 'MA4269', 'MA4271', 'DSA3102', 'MA4269A']"
MA2108,"['MA1102R', 'MA1505', 'MA1511', 'MA1507', 'MA1521', 'MA2108S', 'MA2311', 'YSC3206', 'MA3110', 'MA3110S', 'MA3220', 'MA3264', 'MA3265']"
MA2108S,"['MA1505', 'MA1511', 'MA1507', 'MA2108', 'MA2311', 'MA3110', 'MA3110S', 'MA3220', 'MA3264', 'MA3265']"
MA2202,"['MA1100', 'CS1231', 'CS1231S', 'MA2202S', 'YSC3237', 'MA3201', 'MA3265']"
MA2202S,"['CS1231', 'MA2202', 'MA3201', 'MA3265']"
MA2213,"['MA1312', 'MA1507', 'MA1505', 'MA1521', 'MA1511', 'MA1508E', 'CE2407', 'ME3291', 'CN3421', 'DSA2102', 'MA3227', 'MA4230', 'MA4255', 'MA4268', 'MA4270']"
MA2214,"['MA1100', 'MA1101R', 'MA1508E', 'MA1513', 'CS1231', 'CS1231S', 'MA3233']"
MA2216,"['MA1102R', 'MA1312', 'MA1507', 'MA1505', 'MA1511', 'MA1521', 'ST2131', 'ST2334', 'CE2407', 'YSC2243', 'EC3303', 'CS3244', 'CS4222', 'CS4243', 'CS4248', 'CS5228', 'CS5233', 'CS5239', 'CS5240', 'CS5340', 'CS4246', 'CS4226', 'CS5332', 'CS5422', 'CS5446', 'CS4268', 'IT3011', 'MA3227', 'MA3259', 'MA4260', 'MA4264', 'MA3238', 'MA3269', 'MA4270', 'ST2132', 'ST2137', 'ST3131', 'ST3239', 'ST3247', 'ST3236', 'ST3244', 'DSA2101']"
MA2219,"['MA1100', 'MA1101R', 'MA1508E', 'MA1513', 'MA1102R', 'MA1505', 'MA1507', 'MA1511', 'CS1231', 'CS1231S']"
MA2288,['MA1101R']
MA2289,['MA1101R']
MA2311,"['MA1102R', 'MA1312', 'MA1421', 'MA1521', 'MA2104', 'MA1505', 'MA1507', 'MA1511', 'MA2108', 'MA2108S', 'MA3227', 'MA3236', 'MA3264', 'MA4269', 'MA4271', 'DSA3102', 'MA4269A', 'DSA4212']"
MA3110,"['MA2108', 'MA2108S', 'MA3110S', 'YSC3206', 'MA3111', 'MA3111S', 'MA3209', 'MA4207', 'MA4229']"
MA3110S,"['MA3110', 'MA3111', 'MA3111S', 'MA3209', 'MA4207', 'MA4229']"
MA3111,"['MA2104', 'MA3111S']"
MA3111S,"['MA2104', 'MA3111']"
MA3201,"['YSC3237', 'MA4203', 'MA4261', 'MA5203', 'MA5211']"
MA3205,"['MA1100', 'CS1231', 'CS1231S', 'MA4207', 'MA5220']"
MA3209,"['MA2104', 'MA4211', 'MA4262', 'MA4266', 'MA5210']"
MA3218,"['MA2101', 'MA2101S', 'MA2202', 'MA2202S', 'MA4261']"
MA3220,"['MA2104', 'MA1505', 'MA1507', 'MA1511', 'MA1508E', 'MA4221', 'MA4255', 'MA3266']"
MA3227,"['MA2213', 'MA2104', 'MA1505', 'MA1507', 'MA1511', 'ST2131', 'ME3291']"
MA3233,"['MA2214', 'MA3259']"
MA3236,"['MA2104', 'MA1507', 'MA1505', 'MA1511', 'MA2311', 'DSC3214', 'MA4260', 'MA4264', 'MA5243']"
MA3238,"['MA1101R', 'ST3236', 'MA4251', 'ST4238']"
MA3252,"['MA1101R', 'MA1508E', 'MA1513', 'DSC3214', 'MA4254', 'MA4260', 'MA4264']"
MA3259,"['MA2216', 'MA3233', 'ST2131', 'ST2334', 'LSM2241']"
MA3264,"['MA2104', 'MA2108', 'MA2108S', 'MA1505', 'MA1511', 'MA2311']"
MA3265,['MA4261']
MA3266,"['MA1508E', 'MA3220']"
MA3269,"['CS1010E', 'CS1010S', 'CS1101S', 'ST2334', 'QF3101', 'MA4269', 'MA4269A']"
MA4199,['XFS4199M']
MA4203,"['MA3201', 'MA5202']"
MA4207,"['MA3110', 'MA3110S', 'MA3205', 'MA5219', 'MA5220']"
MA4211,['MA3209']
MA4221,"['MA3220', 'MA5213', 'MA5252']"
MA4229,['MA5241']
MA4230,"['MA5233', 'DSA5203']"
MA4251,"['MA3238', 'ST3236', 'ST4238']"
MA4254,"['MA3252', 'DSC3214']"
MA4255,"['MA3220', 'ME4233', 'MA5233']"
MA4260,"['ST2131', 'MA3252', 'DSC3214']"
MA4261,"['MA3201', 'MA3218', 'MA3265']"
MA4262,"['MA3209', 'MA5205', 'MA5248']"
MA4264,"['MA3252', 'DSC3214', 'ST2131', 'EC3312']"
MA4266,"['MA3209', 'MA5209', 'MA5210']"
MA4268,['MA2213']
MA4269,"['MA1507', 'MA1511', 'MA2104', 'MA3269', 'QF5210', 'MA5245', 'MA5248', 'QF5210A']"
MA4269A,"['MA1507', 'MA2104', 'MA2311', 'MA3269']"
MA4270,"['ST2131', 'CS5339', 'DSA5102']"
MA4271,"['MA2104', 'MA1507', 'MA1505']"
MA5202,"['MA4203', 'MA5203']"
MA5203,"['MA3201', 'MA5204', 'MA5211', 'MA5202']"
MA5204,['MA5203']
MA5205,['MA4262']
MA5209,['MA4266']
MA5210,"['MA3209', 'MA4266']"
MA5211,"['MA3201', 'MA5203']"
MA5213,['MA4221']
MA5219,['MA4207']
MA5220,"['MA3205', 'MA4207']"
MA5233,"['MA4255', 'MA4230', 'MA5240']"
MA5240,['MA5233']
MA5241,['MA4229']
MA5243,['MA3236']
MA5245,['MA4269']
MA5248,"['MA4262', 'MA4269']"
MA5252,['MA4221']
MA5260,['ST5214']
MA5401,['MA5402']
MA5402,['MA5401']
MB5101,['MB5102']
MB5102,['MB5101']
MDG5227,['MDG5237']
MDG5236,['MDG5237']
MDG5237,"['MDG5227', 'MDG5236']"
MDG5238,"['NUR5801G', 'MDG5239']"
MDG5239,['MDG5238']
ME1102,"['ME2121', 'ME2134', 'ME2115']"
ME2101E,"['TME2101', 'TM3101', 'TME3101']"
ME2112,"['ME1102', 'ME2114', 'ME2114E', 'TME2114']"
ME2114,"['ME2112', 'ME3211']"
ME2114E,"['ME2112', 'TME2114', 'ME2114', 'ME3211E', 'TME3211']"
ME2115,['ME1102']
ME2121,"['ME1102', 'ME3221', 'ME4223', 'ME4226']"
ME2121E,"['PC1431', 'TME2121', 'ME4223E', 'TME4223']"
ME2134,"['ME1102', 'BN4202', 'ME5309', 'ME2135', 'ME4231', 'ME4233', 'ME4232']"
ME2134E,"['TME2134', 'ME2135E', 'TME2135']"
ME2135,"['ME2134', 'ME5302', 'ME5304', 'ME3233E']"
ME2135E,"['ME2134E', 'TME2135', 'ME2135', 'ME3233E']"
ME2142,"['MA1512', 'MA1513', 'ME2142E', 'EE5101', 'ME5401', 'EE5103', 'ME5403', 'EE4308', 'ESP3201', 'ME5402', 'ME4245']"
ME2142E,"['TM2401', 'TME2142', 'ME4245E', 'TME4245']"
ME2143E,"['PC1431', 'TME2143', 'ME4256E', 'TME4256']"
ME2151E,"['TME2151', 'ME3251E', 'ME4251E', 'TME3251', 'TME4251', 'ME4256E', 'TME4256']"
ME2162,['ME4102']
ME3112E,['TME3112']
ME3122,"['ESP4401', 'ME4225']"
ME3122E,"['TME3122', 'ME4223E', 'ME4225E', 'TME4223', 'TME4225']"
ME3211,['ME2114']
ME3211E,"['ME2114E', 'TME3211']"
ME3221,"['ME2121', 'ESP4401']"
ME3233E,['TME3233']
ME3241E,"['TME3241', 'ME2143E']"
ME3242E,"['TME3242', 'ME2143E']"
ME3251E,"['ME2151E', 'TME3251', 'ME3252']"
ME3261E,"['TME3261', 'TME2162']"
ME3263E,"['TME3263', 'TME2162']"
ME3291,"['MA1505', 'MA1512', 'MA1513']"
ME4101B,"['ME4101A', 'ME3103']"
ME4102,['ME2162']
ME4223,['ME2121']
ME4223E,"['ME2121E', 'ME3122E', 'TME4223']"
ME4225,"['ME3122', 'ESP4401']"
ME4225E,"['ME3122E', 'TME4225']"
ME4226,['ME2121']
ME4231,['ME2134']
ME4232,['ME2134']
ME4233,['ME2134']
ME4245,"['ME2142', 'ME2142']"
ME4245E,"['ME2142E', 'TME4245']"
ME4251E,"['ME2151E', 'TME4251']"
ME4256E,"['ME2151E', 'ME2143E', 'TME4256']"
ME4261E,"['TME4261', 'TME2162']"
ME4262E,"['TME4262', 'TME2162']"
ME4291,['MA1505']
ME5300B,['ME5300A']
ME5302,['ME2135']
ME5304,['ME2135']
ME5309,['ME2134']
ME5401,"['ME2142', 'EE4302', 'EE5104']"
ME5402,['ME2142']
ME5403,"['EE2023', 'EE3331C', 'EE2023', 'EE3331C', 'ME2142']"
ME5405A,['ME5405']
ME5513,['ME5513A']
ME5600A,"['ME5608', 'ME5612', 'ME6505']"
ME5600B,['ME5600A']
ME5608,"['ME5608A', 'ME5608B', 'ME5600A']"
ME5612,['ME5600A']
ME5615B,['ME6604']
ME6505,['ME5600A']
MKT1003A,['PR4201']
MKT1003B,['PR4201']
MKT1003C,['PR4201']
MKT1003D,['PR4201']
MKT1003X,"['PR4201', 'MKT3420', 'MKT4412', 'MKT4413', 'MKT4417', 'MKT3427', 'MKT3428', 'MKT3401A', 'MKT3401B']"
MKT1705X,"['MKT3722', 'MKT3714', 'MKT3715', 'MKT3717', 'MKT3718', 'MKT3761A', 'MKT3811', 'MKT3812', 'MKT4712', 'MKT4714', 'MKT4811', 'MKT4812', 'MKT3701A', 'MKT3702A', 'MKT3702B', 'BT4211']"
MKT3401A,['MKT1003X']
MKT3401B,['MKT1003X']
MKT3402A,"['MKT3402A', 'MKT3402B']"
MKT3402B,"['MKT3402A', 'MKT3402B']"
MKT3420,['MKT1003X']
MKT3422B,['MKT3761B']
MKT3422C,['MKT3761C']
MKT3422D,['MKT3761D']
MKT3422E,"['DSC2008', 'MKT3761E']"
MKT3427,['MKT1003X']
MKT3428,['MKT1003X']
MKT3513,"['TR2201', 'BSP1005', 'EC3312', 'MA4264']"
MKT3701A,['RE3704']
MKT3714,['MKT3415']
MKT3715,['MKT3416']
MKT3717,['MKT3418']
MKT3718,['NM3215']
MKT3761A,['MKT3428']
MKT3761B,['MKT3422B']
MKT3761C,['MKT3422C']
MKT3761D,['MKT3422D']
MKT3761E,"['DAO2702', 'MKT3422E']"
MKT3811,['MKT3421']
MKT3812,['MA4264']
MKT4412,['MKT1003X']
MKT4413,['MKT1003X']
MKT4415F,['MKT4761A']
MKT4415G,['MKT4761B']
MKT4415H,['MKT4761C']
MKT4417,['MKT1003X']
MKT4422,['MKT4718']
MKT4423,['MKT4813']
MKT4712,['MKT4412']
MKT4714,"['EC1101E', 'MKT4417']"
MKT4718,['MKT4422']
MKT4761A,['MKT4415F']
MKT4761B,['MKT4415G']
MKT4761C,['MKT4415H']
MKT4811,"['RE3704', 'MKT4413']"
MKT4812,"['RE3704', 'MKT4420']"
MKT4813,['MKT4423']
MLE2101,"['MLE2104', 'MLE2105', 'MLE3101', 'MLE4205', 'MLE4207', 'MLE3111']"
MLE2102,"['MLE2103', 'MLE3102', 'MLE3203']"
MLE2103,"['MLE2102', 'MLE4101', 'MLE4102', 'MLE4101R', 'MLE4101A']"
MLE2104,"['MLE2101', 'MLE4101', 'MLE4206', 'MLE4101R', 'MLE4101A', 'MLE4102A', 'MLE4213', 'PC3242']"
MLE2105,"['MLE2101', 'MLE3105', 'MLE4101', 'MLE4206', 'MLE4208', 'MLE4101R', 'MLE4207', 'MLE4210']"
MLE3101,"['MLE2101', 'MLE4101', 'MLE4201', 'MLE4101R', 'MLE4101A']"
MLE3102,"['MLE2102', 'MLE4212']"
MLE3104,"['CM1121', 'CM1501', 'BN3301', 'MLE4202', 'MLE4203']"
MLE3105,"['MLE2105', 'EE5440']"
MLE3111,"['MLE2101', 'MLE4102A']"
MLE3202,['MLE4203']
MLE3203,"['MLE2102', 'MLE4212']"
MLE4101,"['MLE2103', 'MLE2104', 'MLE2105', 'MLE3101', 'MLE4101A']"
MLE4101A,"['MLE2103', 'MLE2104', 'MLE3101', 'MLE4101']"
MLE4101R,"['MLE2103', 'MLE2104', 'MLE2105', 'MLE3101']"
MLE4102,['MLE2103']
MLE4102A,"['MLE2104', 'MLE3111', 'MLE4102']"
MLE4201,['MLE3101']
MLE4202,['MLE3104']
MLE4203,['MLE3104']
MLE4205,['MLE2101']
MLE4206,"['MLE2104', 'MLE2105']"
MLE4207,"['MLE2101', 'MLE2105', 'EE4436']"
MLE4208,['MLE2105']
MLE4210,['MLE2105']
MLE4212,"['MLE3102', 'MLE3203']"
MLE4213,['MLE2104']
MLE5210,['MLE4205']
MLE5211,['MLE4206']
MLE5212,['MLE4210']
MLE5214,['MLE4202']
MNO1001X,['MNO3333']
MNO1706A,['PL3239']
MNO1706B,['PL3239']
MNO1706C,['PL3239']
MNO1706D,['PL3239']
MNO1706E,['PL3239']
MNO1706F,['PL3239']
MNO1706X,"['PL3239', 'BLD3004', 'BLD3002', 'BLD3003', 'MNO3703', 'MNO3701', 'MNO3702', 'MNO3713', 'MNO3715', 'MNO3751', 'MNO3752', 'MNO4711', 'MNO4712', 'MNO4861C', 'MNO2705A', 'MNO2705B', 'MNO2705C', 'MNO2705D', 'MNO2705E', 'MNO4313J', 'MNO4761C']"
MNO2705A,['PL3239']
MNO2705B,['PL3239']
MNO2705C,['PL3239']
MNO2705D,['PL3239']
MNO2705E,['PL3239']
MNO2706,"['ES1000', 'MNO2706', 'ES2002']"
MNO3313L,['MNO3761C']
MNO3332,['PL3239']
MNO3334,['MNO3716']
MNO3701,"['PL3239', 'MNO3333']"
MNO3702,"['PL3239', 'MNO3322']"
MNO3703,['PL3239']
MNO3713,"['PL3239', 'MNO3323']"
MNO3714,['MNO3331']
MNO3715,"['PL3239', 'MNO3332', 'PL3239']"
MNO3716,['MNO3334']
MNO3751,['PL3239']
MNO3752,['PL3239']
MNO3761C,['MNO3313L']
MNO3811,['MNO3330']
MNO4313J,['MNO1706X']
MNO4711,"['PL3239', 'MNO4314']"
MNO4712,"['PL3239', 'MNO4316']"
MNO4761C,['MNO1706X']
MNO4861C,"['PL3239', 'MNO4313D']"
MS4401,['MS4660']
MS4660,['MS4401']
MS5660,['MS6660']
MT5006,"['MT5006A', 'MT5006B']"
MT5006A,['MT5006']
MT5006B,['MT5006']
MT5007,"['MT5007A', 'MT5007B']"
MT5007A,['MT5007']
MT5007B,['MT5007']
MT5008,"['BMA5404', 'MT5008A', 'MT5008B']"
MT5008A,['MT5008']
MT5008B,['MT5008']
MT5010,"['MT5010A', 'MT5010B']"
MT5010A,['MT5010']
MT5010B,['MT5010']
MT5020,['MT5020A']
MT5020A,['MT5020']
MT5900,['SDM5990']
MT5966,"['MT5900', 'MT5901', 'MT5902']"
MUA1101,['MUA1102']
MUA1102,"['MUA1101', 'MUA2101']"
MUA1112,['MUA2240']
MUA1115,['MUA2241']
MUA1116,"['MUA2242', 'MUA2243']"
MUA1167,['MUA2163']
MUA1170,"['MUA1171', 'MUA4176']"
MUA1171,"['MUA1170', 'MUA4176']"
MUA2101,"['MUA1102', 'MUA2102']"
MUA2102,"['MUA2101', 'MUA3101']"
MUA2109,"['MUA1116', 'MUA3109']"
MUA2110,"['MUA1116', 'MUA3110']"
MUA2163,"['MUA1167', 'MUA3163']"
MUA2170,"['MUA4176', 'MUA3188']"
MUA2171,"['MUA3170', 'MUA3188']"
MUA2172,['MUA3173']
MUA2175,['MUA2176']
MUA2176,['MUA2175']
MUA2205,['MUA2210']
MUA2210,['MUA2205']
MUA2240,"['MUA1112', 'MUA3240']"
MUA2241,"['MUA1115', 'MUA3241', 'MUA3242', 'MUA3243']"
MUA2242,"['MUA1116', 'MUA3241', 'MUA3242', 'MUA3243']"
MUA2243,"['MUA1116', 'MUA3241', 'MUA3242', 'MUA3243']"
MUA3101,"['MUA2102', 'MUA3102']"
MUA3102,"['MUA3101', 'MUA4101']"
MUA3105,"['MUA3204', 'MUA5105']"
MUA3109,"['MUA2109', 'MUA4109']"
MUA3110,"['MUA2110', 'MUA4110']"
MUA3163,"['MUA2163', 'MUA3216', 'MUA3204', 'MUA5105']"
MUA3170,"['MUA2171', 'MUA3172']"
MUA3172,['MUA3170']
MUA3173,['MUA2172']
MUA3177,['MUA2163']
MUA3188,"['MUA2170', 'MUA2171', 'MUA3189', 'MUA4271']"
MUA3189,['MUA3188']
MUA3204,"['MUA3163', 'MUA3105']"
MUA3205,['MUA3206']
MUA3206,['MUA3205']
MUA3216,['MUA3163']
MUA3219,['MUA3220']
MUA3220,['MUA3219']
MUA3227,['MUA4226']
MUA3240,['MUA4240']
MUA3241,['MUA4241']
MUA3242,['MUA4242']
MUA3243,['MUA4243']
MUA4101,"['MUA3102', 'MUA4102']"
MUA4102,['MUA4101']
MUA4109,"['MUA3109', 'MUA4209']"
MUA4110,"['MUA3110', 'MUA4210']"
MUA4173,['MUA4174']
MUA4174,['MUA4173']
MUA4176,"['MUA1170', 'MUA1171', 'MUA2170', 'MUA2170', 'MUA4177']"
MUA4177,['MUA4176']
MUA4203,"['MUA3163', 'MUA4205']"
MUA4205,['MUA4203']
MUA4208,['MUA4108']
MUA4209,"['MUA4109', 'MUA4309']"
MUA4210,"['MUA4110', 'MUA4310']"
MUA4226,['MUA3227']
MUA4240,"['MUA3240', 'MUA4340']"
MUA4241,"['MUA3241', 'MUA4341']"
MUA4242,"['MUA3242', 'MUA4342']"
MUA4243,"['MUA3243', 'MUA4343']"
MUA4271,"['MUA3188', 'MUA4272']"
MUA4272,['MUA4271']
MUA4309,"['MUA4209', 'MUA4409']"
MUA4310,"['MUA4210', 'MUA4410']"
MUA4340,"['MUA4240', 'MUA4440']"
MUA4341,"['MUA4241', 'MUA4441']"
MUA4342,"['MUA4242', 'MUA4442']"
MUA4343,"['MUA4243', 'MUA4443']"
MUA4409,['MUA4309']
MUA4410,['MUA4310']
MUA4440,"['MUA4340', 'MUA4540']"
MUA4441,"['MUA4341', 'MUA4541']"
MUA4442,"['MUA4342', 'MUA4542']"
MUA4443,"['MUA4343', 'MUA4543']"
MUA4540,['MUA4440']
MUA4541,['MUA4441']
MUA4542,['MUA4442']
MUA4543,['MUA4443']
MUA5105,"['MUA3105', 'MUA3163']"
MUA5115,['MUA5116']
MUA5116,"['MUA5115', 'MUA6115']"
MUA5162,['MUA6161']
MUA6115,"['MUA5116', 'MUA6116']"
MUA6116,['MUA6115']
MUA6161,"['MUA5162', 'MUA6162']"
MUA6162,['MUA6161']
MUH1101,['MUH3205']
MUH3205,['MUH1101']
MUL1105,['MUL1106']
MUL1106,"['MUL1105', 'MUL2107']"
MUL1107,['MUL2108']
MUL1109,['MUL2110']
MUL2107,"['MUL1106', 'MUL1107', 'MUL2108']"
MUT1101,"['MUT2201', 'MUT2202', 'MUT2203', 'MUT2204', 'MUT3214']"
MUT2203,"['MUT1101', 'MUT3220']"
MUT2205,['MUT1101']
NM1101X,['NM1101E']
NM2101,"['NM1101E', 'NM1101E']"
NM2207,"['CS1010', 'CS3240']"
NM2213,['CS4249']
NM2219,['NM3219']
NM2220,['NM3219']
NM3215,['MKT3420']
NM3216,['CS4350']
NM3219,"['NM2220', 'NM2219']"
NM3239Y,"['DSA1101', 'BT1101']"
NM4102,"['NM2103', 'NM2104', 'NM2101', 'NM2103', 'NM2104', 'NM2101', 'NM2103', 'NM2104']"
NM4208,['NM3217']
NM4212,"['NM2101', 'NM2101']"
NM4231,['NM3230']
NM4243,['NM2220']
NM4244,"['NM2101', 'NM2103', 'NM2104']"
NM4247,['NM2220']
NM4248,['NM2220']
NM4250,['NM2220']
NM4401,"['NM4102', 'NM4102', 'NM4660', 'NM4102']"
NM4660,['NM4401']
NM4883F,"['NM2220', 'NM2220']"
NUR1107B,['NUR1114A']
NUR1126,['NUR2202C']
NUR2125,['NUR2202C']
NUR2202C,['NUR2118']
NUR3105A,['NUR3118']
NUR3105B,['NUR3105A']
NUR3116A,['NUR3118']
NUR3116B,['NUR3116A']
NUR3117A,['NUR3117']
NUR3118,"['NUR3105A', 'NUR3114', 'NUR3116A']"
OT5001,"['OT5001A', 'OT5001B']"
OT5001A,"['OT5001', 'OT5001B']"
OT5001B,"['OT5001', 'OT5001A']"
OT5202,['CE2155']
OT5204A,['OT5204']
OT5204B,['OT5204']
OT5206,['CE2112']
PA1113,"['AY1130', 'PR2133', 'PR2134', 'PR2135', 'PR3116']"
PC1141,"['PC1431', 'PC1433', 'PC2132', 'PC2193', 'PC2288', 'PC2289']"
PC1142,"['PC1431', 'PC2193', 'PC2230', 'PC2288', 'PC2289']"
PC1143,"['PC2131', 'PC2193', 'PC2267']"
PC1144,"['SP2251', 'PC2130', 'PC2130B', 'PC2133', 'PC2193', 'PC2230', 'PC3295']"
PC1221,"['PC1141', 'PC1142', 'PC1431', 'YSC1213', 'CS3242']"
PC1222,"['PC1143', 'PC1144', 'YSC1213']"
PC1421,['PC2267']
PC1431,"['PC1141', 'PC1142', 'PC1433', 'PC2132', 'PC2193', 'PC2230', 'ME2121E', 'ME2143E', 'TME2121', 'TME2143']"
PC1432,"['PC1143', 'PC1144', 'SP2251', 'PC2130', 'PC2130B', 'PC2131', 'PC2193', 'PC2267', 'PC3295']"
PC1433,"['PC1141', 'PC1431', 'ESP2106', 'PC2130B', 'PC2132', 'PC2133', 'PC2193']"
PC2020,"['MA1511', 'MA1512', 'PC2131', 'EE4101', 'EE4112', 'EE5801', 'PC3295']"
PC2130,"['MA1513', 'MA1505', 'MA1511', 'PC2130B', 'YSC3210', 'PC3130', 'PC3232', 'PC3233', 'PC3235', 'PC3246', 'QT5201V']"
PC2130B,"['PC1144', 'PC1433', 'PC2130', 'PC3130', 'PC3232', 'PC3233', 'PC3235', 'PC3295']"
PC2131,"['MA1513', 'MA1505', 'MA1511', 'YSC3211', 'PC3231', 'PC3242', 'PC3243', 'PC3247', 'PC3267']"
PC2132,"['MA1513', 'MA1505', 'MA1511', 'PC3246']"
PC2133,"['PC1144', 'PC1433', 'PC3235', 'PC2133', 'PC3242', 'PC3243']"
PC2134,"['MA1101R', 'MA1102R', 'MA1511', 'MA1512', 'PC3130', 'PC3236', 'PC3238', 'PC3274', 'PC3270']"
PC2193,"['PC1141', 'PC1142', 'PC1143', 'PC1144', 'PC1431', 'PC1433', 'PC3193']"
PC2230,"['PC1142', 'PC1144', 'ESP4401', 'PC4241']"
PC2267,"['PC1143', 'PC1421', 'PC3267']"
PC2288,"['PC1141', 'PC1142']"
PC2289,['PC1141']
PC3130,"['PC2130', 'PC2130B', 'PC2134', 'PC3243', 'PC4245', 'PC4246', 'PC4259', 'PC5201', 'PC5203', 'PC5210', 'PC5228', 'PC4230', 'PC4228', 'QT5201V']"
PC3193,['PC2193']
PC3231,"['PC2131', 'EE5440', 'PC4242', 'PC4262']"
PC3232,"['PC2130', 'PC2130B', 'PC4245', 'PC3294']"
PC3233,"['PC2130', 'PC2130B', 'PC4243']"
PC3235,"['PC2130', 'PC2130B', 'PC2133', 'EE5440', 'PC3242', 'PC3243', 'PC4240', 'PC4253', 'PC5204', 'PC4236']"
PC3236,"['PC2134', 'PC3238', 'PC5215']"
PC3238,"['PC2134', 'PC3236']"
PC3242,"['PC2131', 'PC3235', 'MLE2104', 'PC2133', 'PC4253', 'PC4259']"
PC3243,"['PC2131', 'PC3130', 'PC3235', 'PC2133', 'PC4246']"
PC3246,"['PC2130', 'PC2132', 'PC4249']"
PC3247,"['PC2131', 'PC5247']"
PC3251,['SP2251']
PC3267,"['PC2131', 'PC2267', 'PC4267']"
PC3270,"['PC2134', 'CS3244', 'IT3011']"
PC3274,"['PC2134', 'PC4248', 'PC4274', 'PC5210', 'PC5204B']"
PC3294,['PC3232']
PC3295,"['PC1144', 'PC2020', 'PC2130B']"
PC4228,['PC3130']
PC4230,"['PC3130', 'PC5206']"
PC4236,['PC3235']
PC4240,"['PC3235', 'EE5440', 'PC5203', 'PC5204', 'PC5212']"
PC4241,"['PC2230', 'PC5202', 'PC5204']"
PC4242,['PC3231']
PC4243,['PC3233']
PC4245,"['PC3130', 'PC3232']"
PC4246,"['PC3130', 'PC3243']"
PC4248,['PC3274']
PC4249,['PC3246']
PC4253,"['PC3235', 'PC3242']"
PC4259,"['PC3130', 'PC3242', 'EE3431C', 'PC5205']"
PC4262,['PC3231']
PC4267,['PC3267']
PC4274,"['PC3274', 'PC5204B']"
PC5201,"['PC3130', 'PC5206']"
PC5202,['PC4241']
PC5203,"['PC3130', 'PC4240']"
PC5204,"['PC3235', 'PC4240', 'PC4241']"
PC5204B,"['PC3274', 'PC4274']"
PC5205,['PC4259']
PC5206,['PC5201']
PC5210,"['PC3274', 'PC3130']"
PC5212,['PC4240']
PC5215,['PC3236']
PC5228,['PC3130']
PE4101P,"['PE2101P', 'EC2101']"
PE4102P,['PE2101P']
PF2304,['PF4309']
PF2305,['PF4307']
PF2306,['PF4308']
PF3201,['PF2505']
PF3209,['PF4212']
PF3307,['PF4301']
PF4212,['PF3209']
PF4301,['PF3307']
PF4305,['PF4502']
PF4307,['PF2305']
PF4308,['PF2306']
PF4309,['PF2304']
PF4502,['PF4305']
PH2201,['PH3243']
PH2204,['SN2273']
PH2212,['EU2214']
PH2243,['PH3243']
PH3243,"['GET1028', 'PH2243']"
PH3246,['GET1028']
PH3247,['GET1028']
PH4401,['PH4660']
PH4660,['PH4401']
PHS1110,"['PR1110', 'PR2288', 'PR2289', 'PHS1120']"
PHS1111,"['LSM1106', 'LSM3231']"
PHS1114,"['PR2114A', 'PR2114']"
PHS1120,"['PHS1110', 'PHS2191']"
PHS1130,['AY1130']
PHS2120,['PHS3122']
PHS2143,"['PR1110', 'PHS2191']"
PHS2191,"['PHS1120', 'PHS2143', 'PHS3191']"
PHS3122,['PHS2120']
